geneA_id,geneA_symbol,geneB_id,geneB_symbol
7186,TRAF2,10010,TANK
7186,TRAF2,10024,TROAP
7186,TRAF2,10078,TSSC4
7186,TRAF2,10241,CALCOCO2
7186,TRAF2,10253,SPRY2
7186,TRAF2,1027,CDKN1B
7186,TRAF2,10293,TRAIP
7186,TRAF2,10529,NEBL
7186,TRAF2,10551,AGR2
7186,TRAF2,10623,POLR3C
7186,TRAF2,10636,RGS14
7186,TRAF2,10664,CTCF
7186,TRAF2,10667,FARS2
7186,TRAF2,10758,TRAF3IP2
7186,TRAF2,10783,NEK6
7186,TRAF2,10811,NOXA1
7186,TRAF2,10892,MALT1
7186,TRAF2,11063,SOX30
7186,TRAF2,11069,RAPGEF4
7186,TRAF2,11072,DUSP14
7186,TRAF2,11074,TRIM31
7186,TRAF2,11140,CDC37
7186,TRAF2,11170,FAM107A
7186,TRAF2,113802,HENMT1
7186,TRAF2,114327,EFHC1
7186,TRAF2,1147,CHUK
7186,TRAF2,116349,EXOC3-AS1
7186,TRAF2,116835,HSPA12B
7186,TRAF2,117144,CATSPER1
7186,TRAF2,117283,IP6K3
7186,TRAF2,118738,ZNF488
7186,TRAF2,126353,MISP
7186,TRAF2,127665,ZNF648
7186,TRAF2,128178,EDARADD
7186,TRAF2,128553,TSHZ2
7186,TRAF2,135892,TRIM50
7186,TRAF2,137209,ZNF572
7186,TRAF2,1407,CRY1
7186,TRAF2,1408,CRY2
7186,TRAF2,140831,ZSWIM3
7186,TRAF2,1412,CRYBA2
7186,TRAF2,143884,CWF19L2
7186,TRAF2,145483,FAM161B
7186,TRAF2,146542,ZNF688
7186,TRAF2,147687,ZNF417
7186,TRAF2,148022,TICAM1
7186,TRAF2,148398,SAMD11
7186,TRAF2,150248,C22orf15
7186,TRAF2,150771,ITPRIPL1
7186,TRAF2,151254,C2CD6
7186,TRAF2,153527,ZMAT2
7186,TRAF2,1540,CYLD
7186,TRAF2,154865,IQUB
7186,TRAF2,1656,DDX6
7186,TRAF2,166,TLE5
7186,TRAF2,166793,ZBTB49
7186,TRAF2,166979,CDC20B
7186,TRAF2,170082,TCEANC
7186,TRAF2,170954,PPP1R18
7186,TRAF2,171482,FAM9A
7186,TRAF2,1838,DTNB
7186,TRAF2,1856,DVL2
7186,TRAF2,1857,DVL3
7186,TRAF2,1859,DYRK1A
7186,TRAF2,1956,EGFR
7186,TRAF2,201798,TIGD4
7186,TRAF2,2033,EP300
7186,TRAF2,2039,DMTN
7186,TRAF2,2120,ETV6
7186,TRAF2,2130,EWSR1
7186,TRAF2,220004,SAXO4
7186,TRAF2,2202,EFEMP1
7186,TRAF2,220929,ZNF438
7186,TRAF2,222696,ZSCAN23
7186,TRAF2,22800,RRAS2
7186,TRAF2,22893,BAHD1
7186,TRAF2,22921,MSRB2
7186,TRAF2,23043,TNIK
7186,TRAF2,23099,ZBTB43
7186,TRAF2,23132,RAD54L2
7186,TRAF2,23199,GSE1
7186,TRAF2,23219,FBXO28
7186,TRAF2,23495,TNFRSF13B
7186,TRAF2,254187,TSGA10IP
7186,TRAF2,2553,GABPB1
7186,TRAF2,256302,NATD1
7186,TRAF2,25801,GCA
7186,TRAF2,25959,KANK2
7186,TRAF2,25978,CHMP2B
7186,TRAF2,25988,HINFP
7186,TRAF2,26003,GORASP2
7186,TRAF2,26009,ZZZ3
7186,TRAF2,26060,APPL1
7186,TRAF2,26150,RIBC2
7186,TRAF2,2622,GAS8
7186,TRAF2,26240,FAM50B
7186,TRAF2,2669,GEM
7186,TRAF2,27125,AFF4
7186,TRAF2,27156,RSPH14
7186,TRAF2,27238,GPKOW
7186,TRAF2,27300,ZNF544
7186,TRAF2,27301,APEX2
7186,TRAF2,283385,MORN3
7186,TRAF2,284058,KANSL1
7186,TRAF2,284257,BOD1L2
7186,TRAF2,285753,CEP57L1
7186,TRAF2,287015,TRIM42
7186,TRAF2,29110,TBK1
7186,TRAF2,29123,ANKRD11
7186,TRAF2,2950,GSTP1
7186,TRAF2,2954,GSTZ1
7186,TRAF2,29994,BAZ2B
7186,TRAF2,3198,HOXA1
7186,TRAF2,3215,HOXB5
7186,TRAF2,329,BIRC2
7186,TRAF2,330,BIRC3
7186,TRAF2,340527,NHSL2
7186,TRAF2,340706,VWA2
7186,TRAF2,342132,ZNF774
7186,TRAF2,3551,IKBKB
7186,TRAF2,358,AQP1
7186,TRAF2,3604,TNFRSF9
7186,TRAF2,3615,IMPDH2
7186,TRAF2,3662,IRF4
7186,TRAF2,3705,ITPK1
7186,TRAF2,3801,KIFC3
7186,TRAF2,388407,LINC02875
7186,TRAF2,388695,LYSMD1
7186,TRAF2,389114,ZNF662
7186,TRAF2,391257,SUMO1P1
7186,TRAF2,3983,ABLIM1
7186,TRAF2,4055,LTBR
7186,TRAF2,414301,DDI1
7186,TRAF2,4214,MAP3K1
7186,TRAF2,4217,MAP3K5
7186,TRAF2,4236,MFAP1
7186,TRAF2,4342,MOS
7186,TRAF2,4356,MPP3
7186,TRAF2,441282,AKR1B15
7186,TRAF2,4591,TRIM37
7186,TRAF2,4665,NAB2
7186,TRAF2,4739,NEDD9
7186,TRAF2,4783,NFIL3
7186,TRAF2,4804,NGFR
7186,TRAF2,4899,NRF1
7186,TRAF2,51008,ASCC1
7186,TRAF2,51142,CHCHD2
7186,TRAF2,51194,IPO11
7186,TRAF2,51224,ELOA2
7186,TRAF2,51274,KLF3
7186,TRAF2,5129,CDK18
7186,TRAF2,51324,SPG21
7186,TRAF2,51330,TNFRSF12A
7186,TRAF2,51421,AMOTL2
7186,TRAF2,51603,METTL13
7186,TRAF2,51700,CYB5R2
7186,TRAF2,51760,SYT17
7186,TRAF2,5178,PEG3
7186,TRAF2,5300,PIN1
7186,TRAF2,53358,SHC3
7186,TRAF2,53820,RIPPLY3
7186,TRAF2,54469,ZFAND6
7186,TRAF2,54532,USP53
7186,TRAF2,54535,CCHCR1
7186,TRAF2,54870,QRICH1
7186,TRAF2,54925,ZSCAN32
7186,TRAF2,5493,PPL
7186,TRAF2,54971,BANP
7186,TRAF2,55083,KIF26B
7186,TRAF2,55138,FAM90A1
7186,TRAF2,55195,CCDC198
7186,TRAF2,55209,SETD5
7186,TRAF2,55285,RBM41
7186,TRAF2,5565,PRKAB2
7186,TRAF2,55707,NECAP2
7186,TRAF2,55758,RCOR3
7186,TRAF2,5585,PKN1
7186,TRAF2,56006,SMG9
7186,TRAF2,56243,KIAA1217
7186,TRAF2,56850,GRIPAP1
7186,TRAF2,5689,PSMB1
7186,TRAF2,56923,NMUR2
7186,TRAF2,5715,PSMD9
7186,TRAF2,57332,CBX8
7186,TRAF2,57506,MAVS
7186,TRAF2,57595,PDZD4
7186,TRAF2,57616,TSHZ3
7186,TRAF2,57862,ZNF410
7186,TRAF2,58500,ZNF250
7186,TRAF2,5859,QARS1
7186,TRAF2,5871,MAP4K2
7186,TRAF2,5886,RAD23A
7186,TRAF2,5991,RFX3
7186,TRAF2,604,BCL6
7186,TRAF2,6047,RNF4
7186,TRAF2,60491,NIF3L1
7186,TRAF2,60496,AASDHPPT
7186,TRAF2,6310,ATXN1
7186,TRAF2,63898,SH2D4A
7186,TRAF2,64398,PALS1
7186,TRAF2,64518,TEKT3
7186,TRAF2,64641,EBF2
7186,TRAF2,64763,ZNF574
7186,TRAF2,64778,FNDC3B
7186,TRAF2,64927,TTC23
7186,TRAF2,6615,SNAI1
7186,TRAF2,6650,CAPN15
7186,TRAF2,6660,SOX5
7186,TRAF2,6919,TCEA2
7186,TRAF2,705,BYSL
7186,TRAF2,7064,THOP1
7186,TRAF2,7124,TNF
7186,TRAF2,7128,TNFAIP3
7186,TRAF2,7133,TNFRSF1B
7186,TRAF2,7185,TRAF1
7186,TRAF2,7186,TRAF2
7186,TRAF2,7187,TRAF3
7186,TRAF2,7188,TRAF5
7186,TRAF2,7189,TRAF6
7186,TRAF2,7293,TNFRSF4
7186,TRAF2,7295,TXN
7186,TRAF2,7316,UBC
7186,TRAF2,7321,UBE2D1
7186,TRAF2,7322,UBE2D2
7186,TRAF2,7329,UBE2I
7186,TRAF2,7334,UBE2N
7186,TRAF2,7341,SUMO1
7186,TRAF2,7391,USF1
7186,TRAF2,7525,YES1
7186,TRAF2,7584,ZNF35
7186,TRAF2,7597,ZBTB25
7186,TRAF2,7681,MKRN3
7186,TRAF2,7703,PCGF2
7186,TRAF2,7704,ZBTB16
7186,TRAF2,7716,VEZF1
7186,TRAF2,7755,ZNF205
7186,TRAF2,7874,USP7
7186,TRAF2,79005,SCNM1
7186,TRAF2,79027,ZNF655
7186,TRAF2,79165,LENG1
7186,TRAF2,7918,GPANK1
7186,TRAF2,79616,CCNJL
7186,TRAF2,79622,SNRNP25
7186,TRAF2,79642,ARSJ
7186,TRAF2,79696,ZC2HC1C
7186,TRAF2,79706,PRKRIP1
7186,TRAF2,79843,FAM124B
7186,TRAF2,79873,NUDT18
7186,TRAF2,80011,PSME3IP1
7186,TRAF2,80125,CCDC33
7186,TRAF2,80256,ATOSB
7186,TRAF2,80317,ZKSCAN3
7186,TRAF2,80764,THAP7
7186,TRAF2,8087,FXR1
7186,TRAF2,8115,TCL1A
7186,TRAF2,81576,YJU2B
7186,TRAF2,81847,RNF146
7186,TRAF2,8204,NRIP1
7186,TRAF2,8312,AXIN1
7186,TRAF2,83444,INO80B
7186,TRAF2,83445,GSG1
7186,TRAF2,83461,CDCA3
7186,TRAF2,83593,RASSF5
7186,TRAF2,83707,TRPT1
7186,TRAF2,84080,ENKD1
7186,TRAF2,84140,FAM161A
7186,TRAF2,84256,FLYWCH1
7186,TRAF2,84294,UTP23
7186,TRAF2,84309,NUDT16L1
7186,TRAF2,84333,PCGF5
7186,TRAF2,84445,LZTS2
7186,TRAF2,84498,FAM120B
7186,TRAF2,84547,PGBD1
7186,TRAF2,8456,FOXN1
7186,TRAF2,84707,BEX2
7186,TRAF2,84708,LNX1
7186,TRAF2,84807,NFKBID
7186,TRAF2,84832,ANKRD36BP1
7186,TRAF2,8517,IKBKG
7186,TRAF2,85403,EAF1
7186,TRAF2,8559,PRPF18
7186,TRAF2,8678,BECN1
7186,TRAF2,8717,TRADD
7186,TRAF2,8737,RIPK1
7186,TRAF2,8764,TNFRSF14
7186,TRAF2,8784,TNFRSF18
7186,TRAF2,8792,TNFRSF11A
7186,TRAF2,8877,SPHK1
7186,TRAF2,89,ACTN3
7186,TRAF2,8915,BCL10
7186,TRAF2,8936,WASF1
7186,TRAF2,89885,FATE1
7186,TRAF2,9020,MAP3K14
7186,TRAF2,9063,PIAS2
7186,TRAF2,9099,USP2
7186,TRAF2,91544,UBXN11
7186,TRAF2,91694,LONRF1
7186,TRAF2,91893,FDXACB1
7186,TRAF2,9205,ZMYM5
7186,TRAF2,92129,RIPPLY1
7186,TRAF2,92610,TIFA
7186,TRAF2,939,CD27
7186,TRAF2,943,TNFRSF8
7186,TRAF2,9459,ARHGEF6
7186,TRAF2,9513,FXR2
7186,TRAF2,9555,MACROH2A1
7186,TRAF2,958,CD40
7186,TRAF2,9580,SOX13
7186,TRAF2,9586,CREB5
7186,TRAF2,9610,RIN1
7186,TRAF2,9641,IKBKE
7186,TRAF2,9724,UTP14C
7186,TRAF2,9726,ZNF646
7186,TRAF2,9729,KIAA0408
7186,TRAF2,9747,TCAF1
7186,TRAF2,9787,DLGAP5
7186,TRAF2,9825,SPATA2
7186,TRAF2,9830,TRIM14
7186,TRAF2,9841,ZBTB24
7186,TRAF2,9883,POM121
7186,TRAF2,9915,ARNT2
765,CA6,125115,KRT40
765,CA6,3881,KRT31
765,CA6,388677,NOTCH2NLA
7706,TRIM25,10146,G3BP1
7706,TRIM25,10713,USP39
7706,TRIM25,10971,YWHAQ
7706,TRIM25,11329,STK38
7706,TRIM25,118424,UBE2J2
7706,TRIM25,1398,CRK
7706,TRIM25,2099,ESR1
7706,TRIM25,23405,DICER1
7706,TRIM25,23586,RIGI
7706,TRIM25,2623,GATA1
7706,TRIM25,2898,GRIK2
7706,TRIM25,324,APC
7706,TRIM25,3480,IGF1R
7706,TRIM25,406881,MIRLET7A1
7706,TRIM25,4212,MEIS2
7706,TRIM25,5076,PAX2
7706,TRIM25,51619,UBE2D4
7706,TRIM25,5308,PITX2
7706,TRIM25,55072,RNF31
7706,TRIM25,55294,FBXW7
7706,TRIM25,56829,ZC3HAV1
7706,TRIM25,5728,PTEN
7706,TRIM25,574031,MIR363
7706,TRIM25,5795,PTPRJ
7706,TRIM25,6794,STK11
7706,TRIM25,688,KLF5
7706,TRIM25,7189,TRAF6
7706,TRIM25,7316,UBC
7706,TRIM25,7321,UBE2D1
7706,TRIM25,7322,UBE2D2
7706,TRIM25,7323,UBE2D3
7706,TRIM25,7332,UBE2L3
7706,TRIM25,7334,UBE2N
7706,TRIM25,7517,XRCC3
7706,TRIM25,7572,ZNF24
7706,TRIM25,81603,TRIM8
7706,TRIM25,9112,MTA1
7706,TRIM25,9908,G3BP2
84617,TUBB6,6613,SUMO2
8547,FCN3,10747,MASP2
8547,FCN3,5648,MASP1
8547,FCN3,8547,FCN3
8604,SLC25A12,3727,JUND
8836,GGH,54557,SGTB
90701,SEC11C,10385,BTN2A2
90701,SEC11C,11098,PRSS23
90701,SEC11C,11277,TREX1
90701,SEC11C,131616,TMEM42
90701,SEC11C,140606,SELENOM
90701,SEC11C,203062,TSNARE1
90701,SEC11C,23673,STX12
90701,SEC11C,27230,SERP1
90701,SEC11C,3162,HMOX1
90701,SEC11C,344892,RTP2
90701,SEC11C,403313,PLPP6
90701,SEC11C,51465,UBE2J1
90701,SEC11C,56947,MFF
90701,SEC11C,57863,CADM3
90701,SEC11C,6319,SCD
90701,SEC11C,6843,VAMP1
90701,SEC11C,717,C2
90701,SEC11C,79161,TMEM243
90701,SEC11C,80195,TMEM254
90701,SEC11C,85013,TMEM128
90701,SEC11C,8674,VAMP4
90701,SEC11C,9218,VAPA
9093,DNAJA3,10498,CARM1
9093,DNAJA3,10542,LAMTOR5
9093,DNAJA3,122786,FRMD6
9093,DNAJA3,151254,C2CD6
9093,DNAJA3,23028,KDM1A
9093,DNAJA3,2355,FOSL2
9093,DNAJA3,27124,INPP5J
9093,DNAJA3,27141,CIDEB
9093,DNAJA3,29948,OSGIN1
9093,DNAJA3,3313,HSPA9
9093,DNAJA3,348487,FAM131C
9093,DNAJA3,375791,CYSRT1
9093,DNAJA3,4792,NFKBIA
9093,DNAJA3,4793,NFKBIB
9093,DNAJA3,55170,PRMT6
9093,DNAJA3,5970,RELA
9093,DNAJA3,6310,ATXN1
9093,DNAJA3,6598,SMARCB1
9093,DNAJA3,6941,TCF19
9093,DNAJA3,7428,VHL
9093,DNAJA3,775,CACNA1C
9093,DNAJA3,79050,NOC4L
9093,DNAJA3,79571,GCC1
9093,DNAJA3,80022,MYO15B
9093,DNAJA3,80256,ATOSB
9093,DNAJA3,8087,FXR1
9093,DNAJA3,8161,COIL
9093,DNAJA3,8576,STK16
9093,DNAJA3,9278,ZBTB22
9450,LY86,351,APP
9450,LY86,4064,CD180
9450,LY86,50628,GEMIN4
9507,ADAMTS4,7704,ZBTB16
9507,ADAMTS4,91746,YTHDC1
9601,PDIA4,2923,PDIA3
9601,PDIA4,353332,KRTAP12-1
9601,PDIA4,386681,KRTAP10-8
9601,PDIA4,3934,LCN2
9601,PDIA4,5479,PPIB
