84164,22938,ASCC2,SNW1
6146,6234,RPL22,RPS28
9770,3845,RASSF2,KRAS
7324,7337,UBE2E1,UBE3A
5055,5329,SERPINB2,PLAUR
4654,4656,MYOD1,MYOG
1991,2006,ELANE,ELN
1453,5888,CSNK1D,RAD51
2213,4061,FCGR2B,LY6E
4172,29935,MCM3,RPA4
587,83940,BCAT2,TATDN1
4654,8048,MYOD1,CSRP3
80351,2888,TNKS2,GRB14
1499,1739,CTNNB1,DLG1
3172,2921,HNF4A,CXCL3
3853,3854,KRT6A,KRT6B
4582,1956,MUC1,EGFR
3326,11338,HSP90AB1,U2AF2
3241,7447,HPCAL1,VSNL1
23028,2969,KDM1A,GTF2I
1027,6502,CDKN1B,SKP2
23028,55758,KDM1A,RCOR3
5424,57804,POLD1,POLD4
5626,8022,PROP1,LHX3
3660,4790,IRF2,NFKB1
6223,6123,RPS19,RPL3L
2874,10014,GPS2,HDAC5
6154,6173,RPL26,RPL36A
6749,2963,SSRP1,GTF2F2
4099,1280,MAG,COL2A1
1763,6118,DNA2,RPA2
5359,10342,PLSCR1,TFG
10203,27297,CALCRL,CRCP
5573,79666,PRKAR1A,PLEKHF2
5094,6626,PCBP2,SNRPA
4323,7078,MMP14,TIMP3
6205,140801,RPS11,RPL10L
54475,55153,NLE1,SDAD1
4314,64386,MMP3,MMP25
2249,2250,FGF4,FGF5
10567,79666,RABAC1,PLEKHF2
6280,6281,S100A9,S100A10
2690,2887,GHR,GRB10
23019,4850,CNOT1,CNOT4
4647,10083,MYO7A,USH1C
6881,6875,TAF10,TAF4B
5931,8661,RBBP7,EIF3A
5091,8884,PC,SLC5A6
7428,55662,VHL,HIF1AN
5440,7702,POLR2K,ZNF143
84988,79187,PPP1R16A,FSD1
5576,23239,PRKAR2A,PHLPP1
5580,10399,PRKCD,RACK1
5516,9322,PPP2CB,TRIP10
1660,10236,DHX9,HNRNPR
5515,54874,PPP2CA,FNBP1L
6188,6123,RPS3,RPL3L
7057,1511,THBS1,CTSG
57761,207,TRIB3,AKT1
3172,325,HNF4A,APCS
81488,6130,POLR2M,RPL7A
3175,113130,ONECUT1,CDCA5
1316,9314,KLF6,KLF4
4677,54675,NARS1,CRLS1
5013,83755,OTX1,KRTAP4-12
4619,133686,MYH1,NADK2
5707,7311,PSMD1,UBA52
435,4953,ASL,ODC1
5330,54822,PLCB2,TRPM7
4739,4087,NEDD9,SMAD2
4172,6117,MCM3,RPA1
10728,405,PTGES3,ARNT
1392,3643,CRH,INSR
9265,57658,CYTH3,CALCOCO1
86,8295,ACTL6A,TRRAP
5601,7186,MAPK9,TRAF2
11018,9173,TMED1,IL1RL1
7187,8784,TRAF3,TNFRSF18
6430,6633,SRSF5,SNRPD2
3932,356,LCK,FASLG
1839,2247,HBEGF,FGF2
1660,5433,DHX9,POLR2D
10280,3710,SIGMAR1,ITPR3
259215,2886,LY6G6F,GRB7
841,9994,CASP8,CASP8AP2
1080,5581,CFTR,PRKCE
4950,7525,,YES1
3172,29086,HNF4A,BABAM1
716,27109,C1S,DMAC2L
3689,2526,ITGB2,FUT4
1230,6360,CCR1,CCL16
1938,6156,EEF2,RPL30
5045,4853,FURIN,NOTCH2
9054,10555,NFS1,AGPAT2
10006,6709,ABI1,SPTAN1
6201,7458,RPS7,EIF4H
7106,975,TSPAN4,CD81
30837,5335,SOCS7,PLCG1
81,2885,ACTN4,GRB2
23397,822,NCAPH,CAPG
5747,6850,PTK2,SYK
84248,7102,FYTTD1,TSPAN7
6217,6170,RPS16,RPL39
7572,84060,ZNF24,RBM48
6164,9045,RPL34,RPL14
5725,3183,PTBP1,HNRNPC
10540,23299,DCTN2,BICD2
89,2438,ACTN3,
1855,22938,DVL1,SNW1
5434,10622,POLR2E,POLR3G
940,3684,CD28,ITGAM
5439,6232,POLR2J,RPS27
5705,8013,PSMC5,NR4A3
1263,11200,PLK3,CHEK2
2673,5709,GFPT1,PSMD3
6736,7490,SRY,WT1
6224,1975,RPS20,EIF4B
658,1019,BMPR1B,CDK4
1660,6430,DHX9,SRSF5
1616,7329,DAXX,UBE2I
999,130672,CDH1,
8602,65083,NOP14,NOL6
2782,55970,GNB1,GNG12
2048,5594,EPHB2,MAPK1
7490,7157,WT1,TP53
2771,2773,GNAI2,GNAI3
10399,5976,RACK1,UPF1
321,22883,APBA2,CLSTN1
3960,149986,LGALS4,LSM14B
6193,51121,RPS5,RPL26L1
6011,857,GRK1,CAV1
55662,3066,HIF1AN,HDAC2
1763,57804,DNA2,POLD4
1840,25777,DTX1,SUN2
5905,219541,RANGAP1,MED19
55966,999,AJAP1,CDH1
3172,3183,HNF4A,HNRNPC
3183,6431,HNRNPC,SRSF6
5441,4904,POLR2L,YBX1
1915,6175,EEF1A1,RPLP0
5700,6233,PSMC1,RPS27A
6449,138716,SGTA,RPP25L
8021,81929,NUP214,SEH1L
6091,9353,ROBO1,SLIT2
7507,4331,XPA,MNAT1
5436,5437,POLR2G,POLR2H
4735,11336,SEPTIN2,EXOC3
10161,27334,LPAR6,P2RY10
5581,5587,PRKCE,PRKD1
1460,11198,CSNK2B,SUPT16H
80279,1400,CDK5RAP3,CRMP1
6811,10989,STX5,IMMT
6230,5591,RPS25,PRKDC
4188,94039,MDFI,ZNF101
2130,55249,EWSR1,YY1AP1
1660,10291,DHX9,SF3A1
56949,57703,XAB2,CWC22
5699,5711,PSMB10,PSMD5
6636,3184,SNRPF,HNRNPD
163,54386,AP2B1,TERF2IP
1857,1855,DVL3,DVL1
10181,5434,RBM5,POLR2E
3320,3303,HSP90AA1,HSPA1A
1022,6117,CDK7,RPA1
7311,6129,UBA52,RPL7
6192,11224,RPS4Y1,RPL35
5303,51602,PIN4,NOP58
4686,29894,NCBP1,CPSF1
5071,9246,PRKN,UBE2L6
2597,10524,GAPDH,KAT5
3270,10345,HRC,TRDN
6138,25873,RPL15,RPL36
10399,1996,RACK1,ELAVL4
90627,8887,STARD13,TAX1BP1
9092,26121,SART1,PRPF31
5710,5715,PSMD4,PSMD9
3605,6347,IL17A,CCL2
3172,4207,HNF4A,BORCS8-MEF2B
310,253980,ANXA7,KCTD13
10542,28964,LAMTOR5,GIT1
2903,3603,GRIN2A,IL16
4681,7917,NBL1,BAG6
4678,126961,NASP,H3C14
10992,3192,SF3B2,HNRNPU
8648,29959,NCOA1,NRBP1
335,3250,APOA1,HPR
1460,8930,CSNK2B,MBD4
6181,6124,RPLP2,RPL4
6165,6187,RPL35A,RPS2
952,1803,CD38,DPP4
10551,1400,AGR2,CRMP1
54433,79882,GAR1,ZC3H14
6256,10499,RXRA,NCOA2
3145,25973,HMBS,PARS2
9315,9520,NREP,NPEPPS
1869,90338,E2F1,ZNF160
5163,6834,PDK1,SURF1
780,9410,DDR1,SNRNP40
3172,6992,HNF4A,PPP1R11
2058,5917,EPRS1,RARS1
23640,3312,HSPBP1,HSPA8
5682,5693,PSMA1,PSMB5
7534,5894,YWHAZ,RAF1
4950,9076,,CLDN1
990,5711,CDC6,PSMD5
5631,5636,PRPS1,PRPSAP2
2908,8991,NR3C1,SELENBP1
1740,491,DLG2,ATP2B2
51121,6170,RPL26L1,RPL39
9319,57707,TRIP13,MEAK7
10621,84265,POLR3F,POLR3GL
5966,6722,REL,SRF
27257,79602,LSM1,ADIPOR2
1854,9825,DUT,SPATA2
6462,64777,SHBG,RMND5B
5718,5721,PSMD12,PSME2
3667,6517,IRS1,SLC2A4
421,999,ARVCF,CDH1
4211,3233,MEIS1,HOXD4
659,3984,BMPR2,LIMK1
6160,9141,RPL31,PDCD5
5707,29127,PSMD1,RACGAP1
6927,51496,HNF1A,CTDSPL2
3172,83640,HNF4A,RAMAC
10992,54676,SF3B2,GTPBP2
6462,4494,SHBG,MT1F
55663,84838,ZNF446,ZNF496
581,54205,BAX,CYCS
55081,3064,IFT57,HTT
6218,1968,RPS17,EIF2S3
6218,51121,RPS17,RPL26L1
4204,55660,MECP2,PRPF40A
10907,6635,TXNL4A,SNRPE
8900,983,CCNA1,CDK1
6565,6655,SLC15A2,SOS2
2801,5861,GOLGA2,RAB1A
7881,23633,KCNAB1,KPNA6
5709,10197,PSMD3,PSME3
10750,356,GRAP,FASLG
3172,8546,HNF4A,AP3B1
6447,56893,SCG5,UBQLN4
6210,6130,RPS15A,RPL7A
6164,6232,RPL34,RPS27
6632,3183,SNRPD1,HNRNPC
6156,6217,RPL30,RPS16
9277,55127,WDR46,HEATR1
6124,4691,RPL4,NCL
22809,1054,ATF5,CEBPG
892,114800,CCNC,CCDC85A
10392,58484,NOD1,NLRC4
7083,55791,TK1,LRIF1
3206,10451,HOXA10,VAV3
22974,6129,TPX2,RPL7
3672,8518,ITGA1,ELP1
3172,51012,HNF4A,PRELID3B
4956,10615,ODF1,SPAG5
57459,8932,GATAD2B,MBD2
3726,7040,JUNB,TGFB1
6192,6234,RPS4Y1,RPS28
2138,79869,EYA1,CPSF7
2670,4133,GFAP,MAP2
2885,89795,GRB2,NAV3
5934,7335,RBL2,UBE2V1
9500,331,MAGED1,XIAP
7343,9015,UBTF,TAF1A
4771,6386,NF2,SDCBP
5894,3845,RAF1,KRAS
5190,5189,PEX6,PEX1
64754,5440,SMYD3,POLR2K
9456,28960,HOMER1,DCPS
6303,3739,SAT1,KCNA4
29760,2885,BLNK,GRB2
9489,9124,PGS1,PDLIM1
6228,6144,RPS23,RPL21
10285,11338,SMNDC1,U2AF2
2197,6138,FAU,RPL15
654817,356,NCF1C,FASLG
25942,51132,SIN3A,RLIM
4110,4291,MAGEA11,MLF1
2768,9002,GNA12,F2RL3
3842,8106,TNPO1,PABPN1
6156,6189,RPL30,RPS3A
8805,2908,TRIM24,NR3C1
10564,10985,ARFGEF2,GCN1
10489,4650,LRRC41,MYO9B
3235,132556,HOXD9,BTF3P13
166,6929,TLE5,TCF3
9349,6160,RPL23,RPL31
6927,115111,HNF1A,SLC26A7
9522,1956,SCAMP1,EGFR
26986,8663,PABPC1,EIF3C
1723,2232,DHODH,FDXR
55131,57062,RBM28,DDX24
3183,51362,HNRNPC,CDC40
5434,3192,POLR2E,HNRNPU
23020,8106,SNRNP200,PABPN1
6927,9824,HNF1A,ARHGAP11A
1365,7082,CLDN3,TJP1
5371,6497,PML,SKI
64425,25885,POLR1E,POLR1A
5866,8766,RAB3IL1,RAB11A
55145,79169,THAP1,C1orf35
11338,26511,U2AF2,CHIC2
6231,6130,RPS26,RPL7A
4809,6432,SNU13,SRSF7
2778,59345,GNAS,GNB4
5698,5717,PSMB9,PSMD11
6223,6228,RPS19,RPS23
4088,11108,SMAD3,PRDM4
633,1277,BGN,COL1A1
4736,6129,RPL10A,RPL7
56949,2071,XAB2,ERCC3
4100,7381,MAGEA1,UQCRB
5431,51069,POLR2B,MRPL2
2963,3183,GTF2F2,HNRNPC
4351,55276,MPI,PGM2
4322,11096,MMP13,ADAMTS5
1478,4686,CSTF2,NCBP1
983,5112,CDK1,
6633,57599,SNRPD2,WDR48
6209,2197,RPS15,FAU
3553,6289,IL1B,SAA2
1874,29880,E2F4,ALG5
3659,3716,IRF1,JAK1
3675,3690,ITGA3,ITGB3
7490,9589,WT1,WTAP
6205,11224,RPS11,RPL35
79658,5585,ARHGAP10,PKN1
57819,8106,LSM2,PABPN1
9886,112479,RHOBTB1,ERI2
8174,3695,MADCAM1,ITGB7
5111,7486,PCNA,WRN
5433,8175,POLR2D,SF3A2
81,9149,ACTN4,DYRK1B
9924,79877,PAN2,DCAKD
10262,6637,SF3B4,SNRPG
5195,286552,PEX14,
23641,7593,LDOC1,MZF1
358,359,AQP1,AQP2
9533,130672,POLR1C,
50807,29763,ASAP1,PACSIN3
5441,6884,POLR2L,TAF13
6184,9808,RPN1,KIAA0087
27133,3756,KCNH5,KCNH1
5211,10382,PFKL,TUBB4A
5272,1400,SERPINB9,CRMP1
5465,8204,PPARA,NRIP1
8301,1649,PICALM,DDIT3
9612,2353,NCOR2,FOS
10907,10189,TXNL4A,ALYREF
5435,2961,POLR2F,GTF2E2
2444,22998,FRK,LIMCH1
6667,29102,SP1,DROSHA
627,4914,BDNF,NTRK1
373,23062,TRIM23,GGA2
5714,7316,PSMD8,UBC
60626,2770,RIC8A,GNAI1
81,11155,ACTN4,LDB3
7450,3674,VWF,ITGA2B
8669,8661,EIF3J,EIF3A
4308,29850,TRPM1,TRPM5
5609,7786,MAP2K7,MAP3K12
1642,2967,DDB1,GTF2H3
2962,5093,GTF2F1,PCBP1
5692,5687,PSMB4,PSMA6
5436,5434,POLR2G,POLR2E
8841,5531,HDAC3,PPP4C
60,654817,ACTB,NCF1C
6927,10229,HNF1A,COQ7
2109,57609,ETFB,DIP2B
2971,9329,GTF3A,GTF3C4
5287,4058,PIK3C2B,LTK
6000,8786,RGS7,RGS11
2290,7090,FOXG1,TLE3
5829,5515,PXN,PPP2CA
3351,2849,HTR1B,GPR26
350,4018,APOH,LPA
6303,10524,SAT1,KAT5
5970,3066,RELA,HDAC2
1314,51226,COPA,COPZ2
5707,5716,PSMD1,PSMD10
5594,8682,MAPK1,PEA15
4360,5378,MRC1,PMS1
7507,29935,XPA,RPA4
658,22800,BMPR1B,RRAS2
2967,2968,GTF2H3,GTF2H4
10673,608,TNFSF13B,TNFRSF17
9128,3187,PRPF4,HNRNPH1
6142,6218,RPL18A,RPS17
5435,5436,POLR2F,POLR2G
11200,993,CHEK2,CDC25A
10181,5438,RBM5,POLR2I
3172,7728,HNF4A,ZNF175
1386,4089,ATF2,SMAD4
3973,821,LHCGR,CANX
4155,8569,MBP,MKNK1
8493,6634,PPM1D,SNRPD3
1947,2049,EFNB1,EPHB3
4904,57819,YBX1,LSM2
9501,4218,RPH3AL,RAB8A
6860,6804,SYT4,STX1A
3320,196,HSP90AA1,AHR
5706,10197,PSMC6,PSME3
10946,10291,SF3A3,SF3A1
4088,4609,SMAD3,MYC
1026,890,CDKN1A,CCNA2
6428,6633,SRSF3,SNRPD2
4175,55388,MCM6,MCM10
4686,6625,NCBP1,SNRNP70
5440,11128,POLR2K,POLR3A
5688,8013,PSMA7,NR4A3
5485,5488,PPIAP13,PPIAP16
27125,219541,AFF4,MED19
1814,2035,DRD3,EPB41
9343,27316,EFTUD2,RBMX
545,11200,ATR,CHEK2
5925,55814,RB1,BDP1
5430,24148,POLR2A,PRPF6
10010,7185,TANK,TRAF1
5032,27334,P2RY11,P2RY10
2079,9094,ERH,UNC119
1385,1773,CREB1,DNASE1
4093,5859,SMAD9,QARS1
4703,81,NEB,ACTN4
6135,6159,RPL11,RPL29
998,5921,CDC42,RASA1
11078,57120,TRIOBP,GOPC
1179,9629,CLCA1,CLCA3P
6175,23481,RPLP0,PES1
3172,84269,HNF4A,CHCHD5
4036,8029,LRP2,CUBN
7165,115825,TPD52L2,WDFY2
3178,3183,HNRNPA1,HNRNPC
2588,5476,GALNS,CTSA
2068,10999,ERCC2,SLC27A4
3009,7210,H1-5,TRX-CAT1-2
2335,10528,FN1,NOP56
6137,6173,RPL13,RPL36A
1019,902,CDK4,CCNH
55758,10919,RCOR3,EHMT2
10018,596,BCL2L11,BCL2
7569,347344,ZNF182,ZNF81
921,962,CD5,CD48
6565,6879,SLC15A2,TAF7
6134,9349,RPL10,RPL23
8568,26354,RRP1,GNL3
6878,6908,TAF6,TBP
598,5664,BCL2L1,PSEN2
5595,27330,MAPK3,RPS6KA6
7337,5687,UBE3A,PSMA6
4052,7040,LTBP1,TGFB1
1476,1509,CSTB,CTSD
5432,56949,POLR2C,XAB2
999,5663,CDH1,PSEN1
1311,51162,COMP,EGFL7
5689,5706,PSMB1,PSMC6
4656,801,MYOG,CALM1
6206,8663,RPS12,EIF3C
6637,3185,SNRPG,HNRNPF
4690,5921,NCK1,RASA1
6147,6171,RPL23A,RPL41
3172,51282,HNF4A,SCAND1
6513,2597,SLC2A1,GAPDH
5438,8732,POLR2I,RNGTT
1499,2516,CTNNB1,NR5A1
57132,27183,CHMP1B,VPS4A
328,6996,APEX1,TDG
8493,6632,PPM1D,SNRPD1
190,6662,NR0B1,SOX9
5431,902,POLR2B,CCNH
6231,6189,RPS26,RPS3A
3273,5328,HRG,PLAU
4804,857,NGFR,CAV1
6387,4313,CXCL12,MMP2
1030,60492,CDKN2B,CCDC90B
944,958,TNFSF8,CD40
7201,408,TRHR,ARRB1
5914,6667,RARA,SP1
5430,10949,POLR2A,HNRNPA0
4441,4467,,
1053,1649,CEBPE,DDIT3
3172,8504,HNF4A,PEX3
3267,8225,AGFG1,GTPBP6
6122,6157,RPL3,RPL27A
10569,53938,SLU7,PPIL3
2139,11052,EYA2,CPSF6
3172,4259,HNF4A,MGST3
2822,337,GPLD1,APOA4
23020,10421,SNRNP200,CD2BP2
836,5604,CASP3,MAP2K1
27161,55802,AGO2,DCP1A
10440,9001,TIMM17A,HAP1
2889,10818,RAPGEF1,FRS2
51582,57038,AZIN1,RARS2
5562,91408,PRKAA1,BTF3L4
6342,10449,SCP2,ACAA2
6229,116832,RPS24,RPL39L
6927,10886,HNF1A,NPFFR2
64240,64241,ABCG5,ABCG8
4149,83463,MAX,MXD3
1994,3842,ELAVL1,TNPO1
5691,5695,PSMB3,PSMB7
3172,83732,HNF4A,RIOK1
373,26150,TRIM23,RIBC2
7410,5618,VAV2,PRLR
26994,6233,RNF11,RPS27A
5685,5718,PSMA4,PSMD12
5432,23521,POLR2C,RPL13A
3736,3741,KCNA1,KCNA5
4860,83988,PNP,NCALD
9521,5859,EEF1E1,QARS1
11019,93058,LIAS,COQ10A
5701,5683,PSMC2,PSMA2
22796,91949,COG2,COG7
51631,5764,LUC7L2,PTN
6156,6175,RPL30,RPLP0
3572,6772,IL6ST,STAT1
5859,26994,QARS1,RNF11
2070,4301,EYA4,AFDN
10992,23451,SF3B2,SF3B1
55388,653121,MCM10,ZBTB8A
5660,10544,PSAP,PROCR
3183,3192,HNRNPC,HNRNPU
6927,4501,HNF1A,MT1X
752,55660,FMNL1,PRPF40A
9092,25980,SART1,AAR2
5867,10307,RAB4A,APBB3
2564,3206,GABRE,HOXA10
3172,7388,HNF4A,UQCRH
2099,2308,ESR1,FOXO1
1964,6141,EIF1AX,RPL18
84676,4633,TRIM63,MYL2
4067,139716,LYN,GAB3
1387,4303,CREBBP,FOXO4
9343,8175,EFTUD2,SF3A2
1080,3301,CFTR,DNAJA1
9128,6431,PRPF4,SRSF6
4800,10513,NFYA,APPBP2
51199,2932,NIN,GSK3B
2074,2967,ERCC6,GTF2H3
705,9277,BYSL,WDR46
90,57111,ACVR1,RAB25
3303,23640,HSPA1A,HSPBP1
6136,6147,RPL12,RPL23A
3866,6602,KRT15,SMARCD1
8894,27335,EIF2S2,EIF3K
6187,6173,RPS2,RPL36A
6927,11148,HNF1A,HHLA2
2029,6833,ENSA,ABCC8
6157,6208,RPL27A,RPS14
9416,6626,DDX23,SNRPA
7230,7232,TRR-TCT2-1,TRR-TCG4-1
10673,115650,TNFSF13B,TNFRSF13C
6204,6209,RPS10,RPS15
6256,8856,RXRA,NR1I2
3480,3479,IGF1R,IGF1
971,3565,CD72,IL4
378,381,ARF4,ARF5
9616,8451,RNF7,CUL4A
9378,84958,NRXN1,SYTL1
10694,6950,CCT8,TCP1
925,3956,CD8A,LGALS1
8473,25942,OGT,SIN3A
355,931,FAS,MS4A1
3178,51362,HNRNPA1,CDC40
5874,79083,RAB27B,MLPH
2962,6634,GTF2F1,SNRPD3
800,808,CALD1,CALM3
1493,3717,CTLA4,JAK2
118,3398,ADD1,ID2
10181,51585,RBM5,PCF11
6595,5245,SMARCA2,PHB
3621,57120,ING1,GOPC
5711,5713,PSMD5,PSMD7
3718,8660,JAK3,IRS2
2886,5979,GRB7,RET
10672,2776,GNA13,GNAQ
54464,23517,XRN1,MTREX
9295,222967,SRSF11,RSPH10B
5431,6123,POLR2B,RPL3L
1315,26958,COPB1,COPG2
2495,29117,FTH1,BRD7
515,9551,ATP5PB,ATP5MF
90,23551,ACVR1,RASD2
9070,3054,ASH2L,HCFC1
3187,10611,HNRNPH1,PDLIM5
1135,1141,CHRNA2,CHRNB2
23641,26574,LDOC1,AATF
5931,57504,RBBP7,MTA3
2275,3927,FHL3,LASP1
5595,6195,MAPK3,RPS6KA1
54512,55144,EXOSC4,LRRC8D
183,4879,AGT,NPPB
84665,10529,MYPN,NEBL
9416,10291,DDX23,SF3A1
6154,84172,RPL26,POLR1B
6598,6599,SMARCB1,SMARCC1
513,123263,ATP5F1D,MTFMT
6218,6229,RPS17,RPS24
3837,3486,KPNB1,IGFBP3
5981,2956,RFC1,MSH6
7756,9184,ZNF207,BUB3
3320,3091,HSP90AA1,HIF1A
5292,27044,PIM1,SND1
80324,123263,PUS1,MTFMT
2261,57562,FGFR3,CEP126
6230,2197,RPS25,FAU
7046,51560,TGFBR1,RAB6B
6235,2197,RPS29,FAU
5886,84993,RAD23A,UBL7
1435,3976,CSF1,LIF
2028,10720,ENPEP,UGT2B11
6628,1478,SNRPB,CSTF2
1477,6636,CSTF1,SNRPF
5562,5564,PRKAA1,PRKAB1
10213,10197,PSMD14,PSME3
6128,6134,RPL6,RPL10
6461,6714,SHB,SRC
302,6277,ANXA2,S100A6
2768,999,GNA12,CDH1
11214,5576,AKAP13,PRKAR2A
6210,6170,RPS15A,RPL39
1152,387923,CKB,SERP2
930,971,CD19,CD72
55090,80306,MED9,MED28
9440,9967,MED17,THRAP3
6164,6124,RPL34,RPL4
2806,80145,GOT2,THOC7
29993,29763,PACSIN1,PACSIN3
988,6427,CDC5L,SRSF2
64840,7475,PORCN,WNT6
7936,6829,NELFE,SUPT5H
5431,5437,POLR2B,POLR2H
6187,116832,RPS2,RPL39L
5054,4035,SERPINE1,LRP1
1017,5112,CDK2,
2892,2893,GRIA3,GRIA4
4008,57120,LMO7,GOPC
268,2516,AMH,NR5A1
6188,6191,RPS3,RPS4X
57512,728825,GPR158,LOC728825
948,1277,CD36,COL1A1
64750,4086,SMURF2,SMAD1
6927,7182,HNF1A,NR2C2
2324,5228,FLT4,PGF
10885,10846,WDR3,PDE10A
4149,4611,MAX,MYCLP1
5440,2972,POLR2K,BRF1
6921,9978,ELOC,RBX1
6144,6201,RPL21,RPS7
55968,26017,NSFL1C,FAM32A
6773,10379,STAT2,IRF9
5090,57085,PBX3,AGTRAP
